longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-119.3364,36.5017,35,408,592.8497513647112,351,76,2.9726,NEAR OCEAN,202200
-119.5729,40.4253,35,220,1649.5460742171097,657,299,1.5808,<1H OCEAN,219800
-121.193,37.0242,40,4901,126.55402810693535,284,410,4.6034,INLAND,205600
-115.5959,41.8838,23,1092,456.5954678205572,1003,90,2.5507,NEAR BAY,203700
-122.5957,36.6764,25,4261,222.0010009182173,458,273,2.3209,INLAND,135300
-120.7754,38.671,1,855,392.75641947295554,1183,334,4.4396,NEAR BAY,241900
-116.5583,32.9784,18,581,125.57904787954067,548,185,5.2847,<1H OCEAN,121700
-123.9958,38.7067,15,326,101.87804348193119,1661,750,4.0382,NEAR BAY,233500
-117.5705,40.5886,25,830,111.50613407844594,1932,88,3.4074,NEAR OCEAN,216400
-116.136,41.4533,32,1980,164.861091207443,948,187,3.9737,<1H OCEAN,230200
-114.9773,41.9745,20,937,207.61889803367006,495,31,4.3468,<1H OCEAN,116600
-115.537,35.1807,17,358,474.1810497252564,314,311,4.4745,NEAR BAY,154200
-121.1062,37.966,11,1732,136.53422001380895,1435,146,1.5291,<1H OCEAN,231100
-118.4364,36.7818,13,1972,156.57258951468785,630,61,7.5711,INLAND,67600
-123.5271,37.8563,25,756,1049.8085278199753,691,370,1.8691,INLAND,149000
-121.7213,33.9958,20,693,254.00730125866056,487,219,2.9962,<1H OCEAN,218600
-123.3578,40.6334,25,331,298.78440986790775,220,197,1.7638,INLAND,172100
-121.1481,41.1409,42,1702,412.2848995314269,1571,538,4.9548,<1H OCEAN,427700
-115.5481,36.7718,45,793,169.5779484879562,621,141,2.926,<1H OCEAN,64800
-120.8283,35.1641,49,168,241.5698668851786,149,384,4.0137,INLAND,82300
-118.681,33.8379,31,387,195.2498974760957,595,425,2.8699,INLAND,153200
-119.9662,38.9958,1,1625,230.87412181628898,225,165,2.381,NEAR OCEAN,253100
-119.7108,35.4662,52,863,441.540555711653,1066,246,0.994,INLAND,167300
-114.6043,41.1406,16,495,392.3939024220426,955,792,3.1429,<1H OCEAN,356900
-121.3385,38.8746,48,1138,49.52132957516047,2222,120,2.1683,INLAND,123800
-118.0268,38.634,28,609,492.0177604386865,204,360,6.1212,INLAND,126600
-120.0994,37.8143,21,699,192.095373676581,2100,255,15.0,NEAR BAY,260800
-123.6885,32.9349,30,908,322.5836857979398,1007,595,13.4362,INLAND,125300
-119.4067,41.3533,3,3568,183.9574206331463,222,238,4.2688,INLAND,286700
-116.1666,38.4654,34,3556,235.97751429147786,2868,395,2.788,<1H OCEAN,220000
-123.3125,41.9436,6,275,614.4349594267868,602,79,1.3911,NEAR BAY,132900
-123.6041,37.6049,43,1048,309.591263978395,256,54,3.4859,NEAR OCEAN,189300
-122.7637,39.2461,29,396,592.8372396106695,1527,117,2.5927,<1H OCEAN,151500
-116.656,33.034,3,520,236.11565027871654,278,179,2.8796,INLAND,89700
-117.06,38.5015,33,298,219.54647202943138,1677,190,1.6832,INLAND,157300
-118.6498,39.7642,11,597,246.78676041851932,570,525,6.8322,<1H OCEAN,152500
-119.6177,39.8959,45,475,100.62153128883607,503,185,6.0832,INLAND,206100
-115.4167,39.8161,5,2248,37.19945007037395,234,248,2.5876,<1H OCEAN,158700
-116.633,34.6497,50,608,141.66779925932786,288,269,7.4896,INLAND,71900
-116.1806,41.7663,32,280,502.23262458459897,756,157,4.6449,<1H OCEAN,293800
-116.1674,41.9542,47,1094,661.4115671055522,179,241,6.1604,<1H OCEAN,78400
-117.8728,33.2182,18,968,60.24052501593334,1154,510,7.1311,<1H OCEAN,177300
-119.7199,41.3962,47,911,602.2508961210012,437,301,5.5789,INLAND,120400
-115.6532,35.2498,20,1680,161.64026857139072,484,370,2.7391,<1H OCEAN,183100
-115.0399,39.0482,52,2597,90.15405976714706,1060,308,8.4114,NEAR OCEAN,140100
-124.0619,35.7121,52,902,513.6071617343665,564,775,7.1253,<1H OCEAN,218500
-123.7845,41.6937,39,1320,171.77565983599172,1780,117,7.188,NEAR OCEAN,185200
-114.7126,33.4643,49,918,1526.7164757078276,128,1408,2.0186,INLAND,237100
-121.5284,37.2286,40,1563,152.73893602079016,1261,491,1.8586,NEAR BAY,262200
-115.5663,36.5665,28,391,201.65363002690248,678,558,11.1085,<1H OCEAN,175300
-120.412,35.5972,13,1689,123.52648820681212,392,612,3.0561,<1H OCEAN,241800
-123.109,38.6326,26,1336,271.76300095684854,1421,505,5.2146,INLAND,133000
-123.4956,33.745,16,560,427.49623444804735,1063,99,9.2426,INLAND,418000
-122.7349,39.3083,25,5145,72.87948112349956,798,110,11.9387,<1H OCEAN,107200
-121.8011,41.8156,10,423,387.2455814318889,543,399,6.3248,<1H OCEAN,132900
-119.4148,40.1433,29,1381,183.81618650068745,378,366,3.2764,<1H OCEAN,74100
-117.285,40.6702,46,561,133.9362570444683,280,454,3.7735,<1H OCEAN,112400
-114.436,35.9165,38,1643,91.75667256833465,1983,252,5.5981,<1H OCEAN,146500
-119.8849,35.5864,20,4445,485.43065735527296,1288,97,4.9775,INLAND,118100
-119.1182,37.412,26,1887,299.0711114046628,1048,226,2.9166,INLAND,427500
-119.0818,32.9344,32,1011,162.8036510324376,472,411,0.9122,NEAR BAY,243900
-118.9057,41.4809,39,2100,422.26002636380287,3385,204,2.8819,<1H OCEAN,255700
-119.1226,33.866,38,725,354.5602540115272,381,243,3.944,INLAND,138000
-124.2123,41.0786,49,1544,449.2112122692604,491,249,4.4559,<1H OCEAN,122000
-124.2828,33.294,24,1166,771.5636942833515,2836,169,12.4787,<1H OCEAN,497900
-123.3233,40.3149,31,467,284.93550873099866,637,138,8.5017,INLAND,180700
-123.2844,33.9436,40,3626,946.3978494106104,2671,1070,3.3974,NEAR OCEAN,204900
-117.251,32.8623,12,2619,664.6800014126017,900,728,6.0633,NEAR BAY,82400
-122.2508,39.3351,36,602,423.43880034972227,440,517,0.906,NEAR OCEAN,81800
-115.3529,35.1625,10,2248,74.89885443103124,568,327,9.3526,<1H OCEAN,333900
-115.0139,39.2877,6,480,264.23912152405154,374,121,3.3274,<1H OCEAN,174200
-114.5411,37.7733,7,1516,290.7395701320857,1158,455,5.0144,NEAR OCEAN,173600
-114.9092,33.5337,31,1133,284.54738892984875,1769,534,4.5626,INLAND,131700
-121.5811,41.3552,27,3550,226.58831326712425,966,192,8.2957,<1H OCEAN,103900
-119.2022,36.797,8,1383,384.6119635061202,834,115,3.6357,INLAND,120700
-122.5455,39.4772,3,371,422.1704290098747,289,329,7.3429,NEAR BAY,205800
-116.2379,37.2597,40,2238,75.90481328848237,1595,516,5.5778,INLAND,195300
-115.4157,38.2414,47,805,631.6833027181599,1302,156,4.8237,INLAND,240100
-115.7871,35.3763,21,779,87.05008547553749,830,354,4.2003,NEAR BAY,38100
-119.9663,34.4034,1,1119,184.17209854766773,522,129,3.3015,NEAR OCEAN,157700
-116.7133,37.6544,45,733,131.45908176154603,688,110,4.0573,<1H OCEAN,278100
-123.3242,36.6821,50,3852,147.63830097219181,321,282,3.5631,<1H OCEAN,64500
-123.8976,36.2061,15,1926,523.5188949713469,204,138,5.762,INLAND,87400
-116.7676,38.8894,7,492,266.4359462771975,523,330,2.269,<1H OCEAN,86000
-120.0464,39.0598,15,658,394.5790071655945,334,78,4.6798,NEAR OCEAN,311900
-114.3445,32.9362,25,438,380.85209090815374,443,134,11.131,NEAR BAY,182100
-123.3275,35.7181,3,2159,64.03745015052125,450,502,3.442,<1H OCEAN,207100
-115.7437,36.4118,30,1046,165.60093789618017,624,397,5.8298,NEAR OCEAN,261300
-119.5002,33.4205,14,553,413.2285117711683,592,328,1.1119,INLAND,168800
-116.0285,34.7411,52,3295,387.5274124843044,57,179,1.736,<1H OCEAN,114700
-116.1287,32.9906,4,1561,71.54500953388646,878,247,4.1379,NEAR OCEAN,188100
-115.1401,41.9643,36,1248,503.2157414688856,738,209,4.2837,INLAND,194300
-121.3215,39.4973,3,1208,376.6209191744465,1434,1253,4.5943,INLAND,100200
-114.802,33.3308,5,423,124.71677762944938,560,305,15.0,<1H OCEAN,333000
-122.7833,32.6924,25,1622,325.7205466169627,1583,143,3.159,INLAND,62900
-123.4803,39.3332,31,817,208.43385827810977,588,231,4.7145,<1H OCEAN,207600
-119.9838,36.6723,11,2017,345.2869374593938,873,75,2.9159,INLAND,307100
-116.0168,39.9746,8,1715,69.39638170190275,319,64,6.9736,<1H OCEAN,161000
-119.5658,41.273,26,1050,191.1725830185428,1650,681,2.2474,INLAND,59300
-116.0071,38.1934,2,999,559.1970031220565,1881,296,2.9464,<1H OCEAN,283900
-117.0031,34.2775,28,3502,356.7992934701646,3000,178,2.6094,<1H OCEAN,138300
-122.2057,39.9308,48,430,425.87616235018857,430,240,7.3465,<1H OCEAN,270600
-114.8112,41.5802,10,734,207.78858149360784,1016,227,4.8336,NEAR OCEAN,173700
-123.6922,38.0122,50,2429,363.2321511682634,210,256,5.3127,<1H OCEAN,176500
-115.3172,38.979,39,3101,218.29289051035852,146,546,3.9894,INLAND,61500
-121.2556,35.706,37,995,128.07447082271156,1043,355,9.2587,<1H OCEAN,192400
-119.2985,36.1245,39,672,205.09871815181046,607,183,4.0839,INLAND,203900
-120.0765,39.4792,21,681,677.1061338362864,237,71,14.5733,NEAR OCEAN,86400
-122.5817,41.3138,28,401,540.5704397212178,767,121,9.5991,<1H OCEAN,370600
-120.7185,38.4754,38,4452,122.17551731212181,1403,416,1.8487,<1H OCEAN,117200
-122.3707,40.0036,33,988,182.70284598836446,699,730,6.574,<1H OCEAN,438800
-122.2611,34.1305,11,1518,,1777,132,9.5897,INLAND,237000
-122.4294,34.5136,45,1529,277.45707088533885,392,119,3.5091,<1H OCEAN,185500
-119.4098,37.5543,44,3098,491.8092687459288,1581,180,5.7366,INLAND,205500
-116.3207,34.1773,1,817,1014.6057497261802,489,853,1.8464,<1H OCEAN,217800
-118.6103,38.5325,47,859,90.0876838289127,1779,271,2.4655,INLAND,382900
-115.3679,35.2707,33,1961,446.23384990271467,240,143,3.8536,INLAND,119700
-117.9346,40.0196,3,312,243.3790393289663,799,190,1.9884,<1H OCEAN,122500
-117.4066,40.177,26,3112,189.23774189111592,798,169,4.6326,NEAR OCEAN,405100
-117.6239,36.906,15,3702,127.14087574944965,974,400,6.6209,NEAR BAY,102200
-119.8054,34.2177,41,1302,850.5665492391205,502,960,2.5869,<1H OCEAN,155100
-117.4066,38.6444,14,568,78.24109650735525,939,268,2.0051,INLAND,124500
-123.6029,41.9315,23,1992,173.67250888569538,567,526,1.7379,<1H OCEAN,281500
-115.7015,38.4146,8,959,316.4318310415336,436,95,9.2762,INLAND,39700
-116.5219,32.8399,36,1211,336.064086226086,2061,1259,1.5758,<1H OCEAN,227700
-121.8477,32.6643,20,1277,585.6711609765115,707,95,5.352,NEAR OCEAN,342000
-116.6197,35.5434,52,691,132.0952960531842,198,571,9.8113,<1H OCEAN,191100
-124.1736,34.3599,6,1398,378.8236623396453,388,310,2.4923,NEAR OCEAN,113900
-122.1275,40.224,33,393,234.146230455212,2124,101,2.701,NEAR OCEAN,26900
-123.6486,40.5257,28,235,251.6783733377489,321,438,4.9799,<1H OCEAN,110300
-116.4977,34.9569,50,1415,177.38028625053784,1025,239,5.1779,<1H OCEAN,199300
-116.7413,35.5936,38,2276,274.048883586512,381,129,3.3233,NEAR OCEAN,140000
-116.1636,34.7443,30,765,221.47939717670644,210,246,3.7501,<1H OCEAN,254200
-124.2552,41.1296,46,735,190.68474538229086,976,77,4.7328,NEAR BAY,138600
-119.2877,37.2752,43,1725,169.4161214673029,511,174,3.5168,NEAR BAY,141600
-117.2516,38.7333,17,1080,317.58543990104926,2370,124,3.5886,INLAND,318200
-122.746,36.4471,9,737,96.38749863645849,1636,215,14.3742,INLAND,108300
-117.8021,38.4946,28,1357,213.86741554129134,1830,72,8.2322,<1H OCEAN,269500
-123.4589,36.1656,7,1101,142.96470514739434,1560,69,8.6295,NEAR OCEAN,228200
-122.4867,35.7269,46,457,224.51963997418326,1154,135,3.6523,<1H OCEAN,500000
-119.542,38.5276,28,1016,226.52546677851808,223,238,1.598,<1H OCEAN,300900
-117.7643,38.1151,17,1246,448.89854763330516,551,123,15.0,<1H OCEAN,204000
-122.8413,35.2885,40,754,388.1184527312702,1137,338,3.0954,NEAR BAY,256500
-122.4478,33.9188,48,2096,300.1424168076841,527,399,5.3955,<1H OCEAN,307800
-122.2555,36.0015,44,1538,276.14105419548304,649,135,7.1723,NEAR BAY,125500
-121.913,36.4444,44,903,214.08996133559646,1187,647,3.1636,INLAND,401500
-122.0345,38.4725,5,1204,211.3376901797991,1548,197,7.6974,<1H OCEAN,135000
-120.3485,41.188,5,842,71.98768721193632,317,881,4.506,INLAND,213500
-117.7621,32.8438,14,937,408.9629272126004,1136,204,3.8262,<1H OCEAN,210100
-119.9197,34.8148,6,961,294.8799422287397,1045,111,3.1628,<1H OCEAN,113600
-116.5403,34.3403,7,317,566.9447943856812,301,578,2.4646,NEAR OCEAN,143900
-117.1073,37.2718,17,1117,165.96981975643877,480,118,1.4657,<1H OCEAN,103100
-123.0347,36.5822,9,1370,591.261736961074,749,542,15.0,<1H OCEAN,159400
-123.8116,39.4259,31,6142,213.94625473138117,2022,266,10.7446,<1H OCEAN,85600
-115.5206,34.803,22,1492,163.82320793695988,477,165,4.7672,INLAND,94400
-123.5017,38.1477,45,694,721.8455783754384,929,142,11.4274,NEAR OCEAN,138500
-122.8166,40.8966,9,347,315.6787290797311,1694,230,10.5648,<1H OCEAN,143300
-124.0787,41.1514,16,523,788.1630342016026,2932,393,6.4104,<1H OCEAN,394600
-118.0166,41.6085,36,773,275.7078751417889,797,237,3.6437,<1H OCEAN,320300
-118.4763,39.846,34,782,430.6070221718899,122,689,8.5376,<1H OCEAN,162600
-114.431,41.1069,45,928,502.75011581567856,1392,107,7.7305,INLAND,419700
-115.4307,34.728,13,827,200.9468698944439,787,228,7.2045,<1H OCEAN,218700
-120.1916,34.377,19,932,311.764148604997,338,528,3.6608,NEAR OCEAN,229500
-120.5841,32.5616,12,815,272.5854955744005,1174,105,5.6258,NEAR BAY,72600
-121.3315,39.215,36,1110,438.17841038692615,2957,506,5.2806,NEAR OCEAN,98100
-122.7759,41.4059,10,582,116.07669312586285,786,248,3.5664,<1H OCEAN,223400
-122.9192,34.2759,16,454,372.7071455704485,181,264,5.5956,INLAND,264300
-122.9772,38.551,28,928,466.0654682920695,2111,192,9.5036,NEAR OCEAN,434700
-123.1589,39.5914,19,1485,151.7125288324241,677,104,11.1935,<1H OCEAN,385800
-121.8949,41.3123,40,501,132.02445291071817,1176,231,6.0476,NEAR BAY,147000
-121.2333,38.6452,6,733,76.64678044046508,698,165,4.0567,NEAR OCEAN,334200
-114.6842,41.7178,4,989,1048.3024991727293,958,711,7.4845,<1H OCEAN,84000
-118.5153,35.7744,30,973,146.61695073750934,1132,349,2.6558,INLAND,77200
-114.424,35.8243,39,1857,660.2160065303873,1268,250,3.5742,<1H OCEAN,193800
-120.5753,37.6586,31,2117,211.53965701434328,747,615,9.6321,<1H OCEAN,265000
-119.7237,36.1433,46,1281,527.8147703827457,361,235,13.7778,NEAR OCEAN,177100
-121.0542,32.5135,27,2557,367.4760615354606,776,400,8.8813,NEAR BAY,210900
-122.4711,39.4518,45,846,1065.8244644935521,1249,552,4.2676,NEAR BAY,106400
-122.8684,39.6413,21,1974,673.2203073153571,363,202,1.2047,<1H OCEAN,239600
-114.8492,39.5963,37,714,284.05563959238657,274,331,7.1734,NEAR BAY,115000
-114.4319,35.7777,9,1349,303.95641407372625,1932,180,6.1362,NEAR OCEAN,500000
-123.8509,37.4617,35,1721,393.6191886029298,2574,545,6.2431,NEAR OCEAN,270300
-122.7965,35.9197,42,1140,1598.6475271449178,685,240,1.8957,NEAR BAY,297100
-120.0648,32.6523,47,558,256.57317460240347,1075,638,3.6753,INLAND,86900
-122.4367,37.8433,52,340,99.00044543847638,898,281,13.7245,<1H OCEAN,131800
-120.6612,33.6757,21,1619,290.41150812904016,116,1454,2.4246,<1H OCEAN,163200
-123.009,33.2604,17,905,156.2619761192975,784,149,6.3409,<1H OCEAN,84200
-119.7349,39.6772,24,951,283.6935437597727,2149,446,3.0231,INLAND,329800
-121.5831,32.5903,31,3134,547.7434411777838,259,237,6.0769,<1H OCEAN,166400
-120.7809,41.6106,6,565,348.2277414026457,241,209,3.9774,INLAND,81400
-123.3569,37.3949,35,1841,161.54071974831015,370,64,9.2433,<1H OCEAN,103800
-120.0187,41.8387,50,654,212.29435380430522,455,257,4.594,NEAR BAY,85200
-114.4674,33.051,37,968,116.00552065856903,1134,123,8.1403,<1H OCEAN,263400
-121.0117,38.0435,13,512,597.6129610450657,1913,197,15.0,INLAND,219100
-115.5357,35.8186,25,651,434.6014078293855,1877,127,8.0983,INLAND,265600
-115.868,40.5131,32,1464,114.22383320645997,1122,139,6.3341,<1H OCEAN,304800
-114.7794,35.9316,1,2712,1428.9775800846874,186,115,8.9745,INLAND,457800
-116.3989,34.9746,49,1475,210.2145243933772,185,116,6.2813,INLAND,439700
-117.704,40.6468,35,1358,300.92774494910947,1196,80,3.1118,INLAND,118400
-115.7342,36.0592,19,6531,193.20145060354145,186,318,2.6979,NEAR OCEAN,410700
-123.5436,32.6599,52,1623,328.3448984136926,1037,247,6.7807,<1H OCEAN,169700
-119.6717,36.2077,12,570,261.34418918767227,830,401,3.0797,NEAR OCEAN,161200
-114.4074,38.718,40,337,91.98913817094957,459,185,2.9055,NEAR OCEAN,148600
-116.604,34.9164,40,1429,556.382796046503,86,154,3.9974,NEAR OCEAN,269100
-114.6792,36.6039,47,409,137.04416092045034,781,230,1.591,<1H OCEAN,52000
-116.5037,33.0388,43,544,464.9720651090471,1001,399,3.0273,<1H OCEAN,156000
-115.5512,38.0869,20,1356,208.0330676157592,426,301,2.8825,INLAND,153800
-117.2347,39.6848,33,2270,255.78247409236778,277,246,15.0,<1H OCEAN,70200
-116.695,36.4265,29,897,342.91377756293116,841,389,7.0334,<1H OCEAN,66700
-119.0682,36.4922,16,471,269.3704833671702,208,245,3.4805,<1H OCEAN,117200
-115.0576,33.3387,14,989,411.8567337277527,1089,161,2.8289,INLAND,132800
-116.0496,34.4184,7,906,149.04683103802986,1547,461,1.0379,<1H OCEAN,167600
-115.8612,33.9694,6,1190,505.63719900058675,138,102,1.8612,NEAR BAY,139200
-117.5699,37.076,21,472,118.9409313106912,435,90,1.6552,INLAND,336300
-121.2542,37.5279,36,610,129.15536839773,639,240,2.4942,<1H OCEAN,140200
-123.9437,41.5149,22,2245,366.98118377929137,654,259,4.4539,NEAR OCEAN,138800
-114.9434,33.1957,40,1868,510.1386569719294,329,288,4.004,NEAR BAY,235400
-118.4388,38.1987,19,2477,298.4719054009284,228,194,2.6227,<1H OCEAN,51300
-121.3186,37.5017,25,300,695.4360359292017,460,630,4.3469,<1H OCEAN,389000
-122.8086,37.4042,3,589,136.5225179920678,1113,85,1.8967,<1H OCEAN,76900
-116.0048,40.795,36,2194,108.23319740683039,1049,268,5.8504,NEAR OCEAN,230700
-115.9348,34.4526,45,1660,439.9999892105871,1060,416,7.0878,<1H OCEAN,204500
-116.1549,32.8873,34,1458,266.5630462985851,1809,644,6.0239,NEAR OCEAN,315500
-117.8492,38.8866,11,850,430.2250453584543,287,622,8.6395,INLAND,94000
-120.6398,35.779,48,710,119.14957703615694,491,113,1.8032,INLAND,136700
-121.2593,32.6671,42,1121,179.42287111535217,573,315,4.59,<1H OCEAN,89500
-124.2145,34.8881,47,801,828.776325218772,66,210,2.5303,<1H OCEAN,177400
-115.9639,35.4386,27,1587,212.57375357596308,795,241,2.2455,<1H OCEAN,164800
-123.4257,38.36,42,1125,664.1798024479095,649,541,1.9179,<1H OCEAN,379300
-117.9925,34.1396,2,555,421.4734125515252,267,925,15.0,INLAND,192700
-119.2593,36.424,6,1710,200.37200366402274,1335,293,7.743,NEAR BAY,128700
-119.0331,37.0835,46,2638,657.3592643995016,1269,60,11.864,NEAR OCEAN,155800
-115.0329,36.8628,2,2764,307.49181588076476,915,76,5.5381,<1H OCEAN,123000
-123.9838,41.7524,42,1757,247.02043398509483,169,236,2.7272,<1H OCEAN,170300
-116.5661,32.9323,17,1773,231.38773541171702,305,491,6.7068,NEAR OCEAN,140500
-123.7795,41.5342,40,486,332.67974583725925,848,141,15.0,NEAR BAY,476500
-123.9185,38.0284,48,685,111.07249900580159,432,214,6.1399,<1H OCEAN,189800
-120.0018,40.0594,14,974,459.1194307292785,552,759,4.189,INLAND,109800
-123.6692,36.5887,10,1660,333.28215894414734,275,185,5.2749,<1H OCEAN,500000
-116.4086,36.8115,45,720,164.05105531916004,775,834,8.7517,<1H OCEAN,308000
-119.0044,40.8536,33,884,100.69231644584856,2216,181,4.4387,INLAND,261100
-124.0096,41.0114,42,1622,205.31170935575219,861,460,4.1785,NEAR OCEAN,140400
-123.895,34.7675,12,1207,291.52270195747,1446,258,2.9845,<1H OCEAN,287500
-118.1733,34.3928,32,1385,272.92074621095753,1342,421,5.5446,INLAND,179600
-116.2389,37.2142,49,636,271.7462641712492,499,998,2.0929,INLAND,92600
-119.922,41.0526,24,876,392.1565408237281,573,328,3.5579,INLAND,168800
-118.7542,35.5624,14,789,109.34628380726008,2157,591,4.1492,INLAND,71700
-116.3017,38.6941,5,1095,233.74031357626947,1195,130,2.3726,<1H OCEAN,184200
-118.1949,39.2274,51,809,301.4150317195489,1434,127,4.4215,<1H OCEAN,204700
-122.0524,39.8974,5,736,337.81247886617757,759,78,7.9413,INLAND,107600
-118.1695,37.8573,47,1196,459.0618531816502,486,116,10.7007,INLAND,140600
-118.0172,36.3233,32,4758,212.20465292606593,535,707,3.8884,<1H OCEAN,236300
-116.9589,41.6867,45,1649,253.99469323262196,2001,308,3.4109,INLAND,107300
-118.0913,38.3076,49,315,145.6081938055275,664,202,3.8323,INLAND,241800
-114.6076,39.4214,33,1402,321.10597418938323,1804,282,6.5236,INLAND,287000
-122.3271,35.7773,46,764,133.04461646773896,2046,393,3.0824,INLAND,224300
-114.7891,38.8645,4,567,365.62445548806517,1389,421,3.0797,INLAND,127800
-118.9166,34.9491,30,1794,559.3633455333057,1265,285,5.2731,<1H OCEAN,395500
-117.5804,34.8284,41,1157,339.61052164162743,2585,644,6.1183,INLAND,235500
-123.3054,39.2899,17,6250,600.8279067330293,338,124,5.0557,<1H OCEAN,145700
-120.4942,37.4532,3,1012,178.13874422165716,478,191,4.8277,INLAND,122700
-116.6062,38.9911,13,936,105.7315659309909,242,555,3.3513,INLAND,260000
-117.2309,35.0597,44,2535,218.49331169109155,200,477,4.5367,<1H OCEAN,258600
-123.8986,38.1879,48,1113,159.20147108693854,641,317,1.0725,<1H OCEAN,250300
-118.8341,36.7174,36,523,173.2259575373044,824,167,11.3574,<1H OCEAN,230000
-123.4172,38.1711,18,591,51.66215521452488,996,424,4.9366,INLAND,136800
-114.3414,35.2634,23,871,276.70079691415845,380,129,15.0,<1H OCEAN,178300
-115.327,39.2968,35,1737,,477,559,9.7102,<1H OCEAN,106800
-124.0892,40.1563,49,2671,441.4877918102844,1309,709,2.7482,INLAND,192900
-115.7135,34.9692,33,1922,360.3833450094455,206,163,3.6022,<1H OCEAN,431000
-115.1057,35.3559,51,1632,216.42838500505164,671,1497,2.3133,<1H OCEAN,117800
-120.7645,38.781,36,2363,463.58811652594096,1890,121,2.9989,NEAR BAY,119500
-117.105,39.1081,17,1693,455.1606127614918,537,214,1.7536,NEAR OCEAN,262400
-119.879,39.1889,39,582,174.00904224762434,474,210,2.575,<1H OCEAN,87200
-117.7477,38.9856,34,939,280.69650008894973,1797,227,2.4083,INLAND,397100
-120.8968,36.2317,12,764,704.400545877624,214,663,7.6059,INLAND,222500
-121.0744,36.2511,5,2653,307.5301837705445,349,332,1.695,NEAR BAY,317700
-120.0557,34.9208,48,562,137.61768511812522,360,136,15.0,INLAND,270100
-122.8443,33.9899,40,569,111.52661793598637,1159,264,3.6949,INLAND,79700
-115.9886,39.0795,27,1235,87.36345335645866,184,389,10.057,NEAR OCEAN,88300
-120.813,33.3853,40,4231,58.35674831180951,1784,352,2.513,<1H OCEAN,371700
-120.2985,41.409,13,1834,174.3638248885809,651,575,7.1484,INLAND,166400
-115.3595,40.3535,26,2273,216.54658242334327,1535,260,1.8569,<1H OCEAN,186700
-119.3338,40.6463,14,505,123.54073340130059,1794,428,1.8507,NEAR BAY,250900
-118.8575,41.1134,32,1751,151.5682455908376,354,221,8.6425,NEAR BAY,148200
-114.735,36.3817,11,503,125.48099632493415,674,155,4.1655,<1H OCEAN,266700
-115.4327,40.5437,38,1829,80.96798446361686,554,110,3.9791,<1H OCEAN,199000
-122.6053,34.0016,16,365,217.25853478145567,631,732,2.4548,<1H OCEAN,159700
-119.5678,32.7056,22,864,390.7561636269131,421,85,2.6572,<1H OCEAN,154800
-114.587,39.9565,47,260,171.23177648566565,1621,292,1.7201,INLAND,193800
-120.5763,33.2106,16,590,542.0026845179217,573,325,3.274,INLAND,158900
-120.5843,41.891,13,404,272.3785770249745,509,123,5.2265,INLAND,270900
-122.3497,38.9106,12,1729,457.19346580106406,1634,459,4.6999,INLAND,208800
-123.1568,39.6578,18,1171,250.18152564509916,1298,95,4.7297,<1H OCEAN,166600
-116.897,34.8351,29,790,391.4381890374835,837,163,1.3076,INLAND,169700
-116.5997,38.9017,18,1190,91.13589973513368,485,480,5.0432,NEAR BAY,130000
-114.6099,32.9106,46,612,441.29872976589235,2146,98,3.7014,INLAND,293400
-116.5658,40.4593,2,1373,245.8082896082679,285,433,2.7966,<1H OCEAN,125800
-121.8665,34.1114,2,1038,527.710585901718,1568,534,2.136,<1H OCEAN,71400
-123.8988,39.1249,3,5413,205.08547689216684,1097,518,6.675,<1H OCEAN,222900
-114.4456,34.6326,29,3440,828.1445002865843,241,318,1.2515,INLAND,170000
-120.8955,33.1503,8,2118,355.525522812337,705,136,2.1382,<1H OCEAN,479700
-121.1803,37.0742,11,1345,129.8415449969281,231,122,4.8953,NEAR OCEAN,161300
-115.2404,34.1082,12,1471,538.9849193151637,503,172,3.2922,NEAR OCEAN,141800
-118.449,39.4297,32,2613,116.68821072882099,832,28,5.6233,INLAND,127500
-122.1513,34.7569,4,1341,112.20851288023198,295,248,4.7485,<1H OCEAN,199500
-115.409,35.7535,9,1400,603.1324394584748,101,225,2.9816,INLAND,62400
-114.3664,37.8907,24,732,309.4562036569763,600,258,1.6231,NEAR OCEAN,67400
-123.4332,35.2072,49,677,257.4111068671846,789,206,7.042,<1H OCEAN,141700
-115.6775,36.0909,16,1017,171.955693399812,491,276,4.0401,NEAR BAY,158800
-120.3948,40.2484,17,175,437.98727213237225,657,258,2.0356,INLAND,109400
-119.0593,34.2025,47,1074,202.30528404007285,576,88,1.2718,<1H OCEAN,110000
-115.1518,33.2809,52,925,281.7854894651654,294,297,5.4713,INLAND,86400
-114.5662,35.6194,22,2029,111.15555327256328,3158,241,3.0612,<1H OCEAN,219900
-121.6784,36.5316,7,2584,235.01057308210764,857,73,2.2538,<1H OCEAN,123800
-122.1715,37.6553,10,6634,276.6288221040202,473,457,9.087,INLAND,395600
-123.4948,36.038,29,1645,355.67576246497305,343,198,1.455,<1H OCEAN,145000
-118.682,40.0042,36,1219,309.96104673553987,483,381,3.8579,<1H OCEAN,85000
-124.164,32.8735,24,737,193.7404346873714,496,237,6.9229,<1H OCEAN,43700
-120.181,36.6018,46,526,298.66022200339455,685,70,6.0084,<1H OCEAN,71300
-123.5662,36.1314,14,2079,486.14097141734845,1663,291,2.0502,<1H OCEAN,131300
-120.2477,38.652,14,1075,86.58545223533773,349,346,9.8789,INLAND,44800
